fecha,región,canal,linea_de_producto,sku,unidades_vendidas,precio_unitario,descuento_pct,total_ingresos,anio,mes,dia,descuento_decimal,precio_final,ingreso_calculado,es_linea_joven
2024-07-18,Sur,Directo,linea_orgánica,LO-001,2,1219,10,2194,2024,7,18,0.1,1097.1000000000001,2194.2000000000003,False
2024-08-12,Este,Directo,linea_profesional,LP-002,24,884,0,21216,2024,8,12,0.0,884.0,21216.0,False
2025-03-06,Este,Directo,linea_joven,LJ-002,15,1189,5,16943,2025,3,6,0.05,1129.55,16943.25,True
2025-01-17,Este,Directo,linea_orgánica,LO-002,14,1117,10,14074,2025,1,17,0.1,1005.3000000000001,14074.2,False
2024-10-20,Norte,Red de Distribución,linea_joven,LJ-002,6,1081,15,5513,2024,10,20,0.15,918.85,5513.1,True
2024-05-27,Norte,Red de Distribución,linea_orgánica,LO-003,23,2457,15,48034,2024,5,27,0.15,2088.45,48034.35,False
2024-09-28,Centro,Directo,linea_profesional,LP-001,28,211,0,5908,2024,9,28,0.0,211.0,5908.0,False
2025-03-30,Sur,Red de Distribución,linea_joven,LJ-003,23,243,0,5589,2025,3,30,0.0,243.0,5589.0,True
2024-06-07,Norte,Directo,linea_joven,LJ-002,26,1096,10,25646,2024,6,7,0.1,986.4,25646.399999999998,True
2024-10-15,Sur,Online,linea_orgánica,LO-002,2,1929,15,3279,2024,10,15,0.15,1639.6499999999999,3279.2999999999997,False
2025-03-02,Sur,Directo,linea_orgánica,LO-002,2,1458,5,277,2025,3,2,0.05,1385.1,2770.2,False
2025-04-19,Centro,Directo,linea_joven,LJ-001,3,215,15,5482,2025,4,19,0.15,182.75,548.25,True
2024-11-13,Oeste,Directo,linea_orgánica,LO-002,16,2121,10,30542,2024,11,13,0.1,1908.9,30542.4,False
2024-07-29,Este,Online,linea_orgánica,LO-003,28,1443,10,36364,2024,7,29,0.1,1298.7,36363.6,False
2024-08-05,Este,Directo,linea_orgánica,LO-001,24,1137,15,23195,2024,8,5,0.15,966.4499999999999,23194.8,False
2025-04-26,Este,Online,linea_profesional,LP-002,3,863,5,246,2025,4,26,0.05,819.8499999999999,2459.5499999999997,False
2024-07-24,Norte,Online,linea_orgánica,LO-003,14,1866,10,23512,2024,7,24,0.1,1679.4,23511.600000000002,False
2025-01-28,Sur,Red de Distribución,linea_profesional,LP-001,28,1342,0,37576,2025,1,28,0.0,1342.0,37576.0,False
2024-05-24,Centro,Directo,linea_profesional,LP-002,20,944,10,16992,2024,5,24,0.1,849.6,16992.0,False
2024-10-23,Norte,Directo,linea_orgánica,LO-003,10,1874,15,15929,2024,10,23,0.15,1592.8999999999999,15928.999999999998,False
2025-01-21,Centro,Red de Distribución,linea_profesional,LP-001,5,2027,10,9122,2025,1,21,0.1,1824.3,9121.5,False
2024-08-13,Centro,Directo,linea_joven,LJ-002,10,2434,10,21906,2024,8,13,0.1,2190.6,21906.0,True
2024-05-18,Sur,Red de Distribución,linea_joven,LJ-003,29,1124,15,27707,2024,5,18,0.15,955.4,27706.6,True
2024-06-24,Centro,Directo,linea_joven,LJ-002,13,1748,15,19315,2024,6,24,0.15,1485.8,19315.399999999998,True
2024-08-20,Sur,Red de Distribución,linea_orgánica,LO-003,20,1375,0,2750,2024,8,20,0.0,1375.0,27500.0,False
2024-11-18,Sur,Red de Distribución,linea_profesional,LP-002,22,176,10,34848,2024,11,18,0.1,158.4,3484.8,False
2024-12-08,Este,Red de Distribución,linea_profesional,LP-002,21,2309,10,4364,2024,12,8,0.1,2078.1,43640.1,False
2025-02-16,Sur,Online,linea_orgánica,LO-002,3,116,15,2958,2025,2,16,0.15,98.6,295.79999999999995,False
2024-09-12,Oeste,Directo,linea_joven,LJ-002,4,215,5,817,2024,9,12,0.05,204.25,817.0,True
2025-01-10,Centro,Directo,linea_orgánica,LO-003,12,2241,15,22858,2025,1,10,0.15,1904.85,22858.199999999997,False
2024-06-09,Este,Red de Distribución,linea_profesional,LP-001,16,1273,10,18331,2024,6,9,0.1,1145.7,18331.2,False
2024-10-17,Este,Directo,linea_orgánica,LO-002,7,1566,15,9318,2024,10,17,0.15,1331.1,9317.699999999999,False
2024-09-27,Centro,Red de Distribución,linea_joven,LJ-002,30,2409,5,68657,2024,9,27,0.05,2288.5499999999997,68656.49999999999,True
2024-05-31,Este,Red de Distribución,linea_profesional,LP-001,23,1728,15,33782,2024,5,31,0.15,1468.8,33782.4,False
2024-05-09,Sur,Red de Distribución,linea_profesional,LP-002,18,1927,0,34686,2024,5,9,0.0,1927.0,34686.0,False
2025-01-01,Este,Online,linea_orgánica,LO-001,25,1931,0,48275,2025,1,1,0.0,1931.0,48275.0,False
2024-06-24,Este,Directo,linea_profesional,LP-001,4,2028,5,7706,2024,6,24,0.05,1926.6,7706.4,False
2024-08-02,Norte,Directo,linea_orgánica,LO-003,18,1913,15,29269,2024,8,2,0.15,1626.05,29268.899999999998,False
2025-04-23,Este,Red de Distribución,linea_joven,LJ-002,9,1193,15,9126,2025,4,23,0.15,1014.05,9126.449999999999,True
2025-01-17,Centro,Red de Distribución,linea_profesional,LP-001,9,1246,10,10093,2025,1,17,0.1,1121.4,10092.6,False
2025-01-10,Oeste,Directo,linea_profesional,LP-001,19,2149,0,40831,2025,1,10,0.0,2149.0,40831.0,False
2024-11-25,Sur,Red de Distribución,linea_profesional,LP-001,7,1695,10,10678,2024,11,25,0.1,1525.5,10678.5,False
2025-01-01,Centro,Red de Distribución,linea_joven,LJ-002,4,2254,0,9016,2025,1,1,0.0,2254.0,9016.0,True
2024-10-14,Centro,Red de Distribución,linea_profesional,LP-002,1,1408,0,1408,2024,10,14,0.0,1408.0,1408.0,False
2025-02-10,Oeste,Online,linea_profesional,LP-002,23,228,5,49818,2025,2,10,0.05,216.6,4981.8,False
2024-07-04,Oeste,Directo,linea_joven,LJ-003,27,1616,15,37087,2024,7,4,0.15,1373.6,37087.2,True
2025-04-16,Oeste,Directo,linea_joven,LJ-002,12,2149,15,2192,2025,4,16,0.15,1826.6499999999999,21919.8,True
2025-02-24,Sur,Online,linea_joven,LJ-003,17,1661,10,25413,2025,2,24,0.1,1494.9,25413.300000000003,True
2025-03-03,Norte,Online,linea_orgánica,LO-003,28,1557,5,41416,2025,3,3,0.05,1479.1499999999999,41416.2,False
2024-07-23,Oeste,Online,linea_profesional,LP-001,11,1252,5,13083,2024,7,23,0.05,1189.3999999999999,13083.399999999998,False
2025-02-19,Sur,Online,linea_profesional,LP-002,16,2243,15,30505,2025,2,19,0.15,1906.55,30504.8,False
2024-05-08,Sur,Red de Distribución,linea_joven,LJ-002,7,2194,0,15358,2024,5,8,0.0,2194.0,15358.0,True
2024-09-12,Oeste,Red de Distribución,linea_orgánica,LO-002,2,2126,10,3827,2024,9,12,0.1,1913.4,3826.8,False
2025-01-28,Este,Directo,linea_orgánica,LO-002,13,917,15,10133,2025,1,28,0.15,779.4499999999999,10132.849999999999,False
2024-11-16,Oeste,Red de Distribución,linea_orgánica,LO-003,8,1504,5,1143,2024,11,16,0.05,1428.8,11430.4,False
2025-02-05,Sur,Online,linea_profesional,LP-001,12,1051,10,11351,2025,2,5,0.1,945.9,11350.8,False
2024-09-21,Oeste,Directo,linea_orgánica,LO-003,5,2186,15,9291,2024,9,21,0.15,1858.1,9290.5,False
2024-08-04,Sur,Directo,linea_orgánica,LO-003,27,1854,10,45052,2024,8,4,0.1,1668.6000000000001,45052.200000000004,False
2025-04-17,Norte,Online,linea_profesional,LP-001,6,2411,10,13019,2025,4,17,0.1,2169.9,13019.400000000001,False
2024-07-23,Sur,Directo,linea_joven,LJ-001,22,922,10,18256,2024,7,23,0.1,829.8000000000001,18255.600000000002,True
2024-07-14,Sur,Directo,linea_profesional,LP-002,2,2297,10,4135,2024,7,14,0.1,2067.3,4134.6,False
2024-12-26,Sur,Red de Distribución,linea_orgánica,LO-002,13,1436,15,15868,2024,12,26,0.15,1220.6,15867.8,False
2024-11-26,Sur,Directo,linea_orgánica,LO-001,16,215,5,3268,2024,11,26,0.05,204.25,3268.0,False
2024-11-25,Norte,Online,linea_joven,LJ-003,15,1346,15,17162,2024,11,25,0.15,1144.1,17161.5,True
2024-09-04,Este,Directo,linea_orgánica,LO-003,24,1737,15,35435,2024,9,4,0.15,1476.45,35434.8,False
2024-07-29,Centro,Online,linea_joven,LJ-002,22,938,0,20636,2024,7,29,0.0,938.0,20636.0,True
2024-05-13,Sur,Red de Distribución,linea_profesional,LP-002,20,1913,10,34434,2024,5,13,0.1,1721.7,34434.0,False
2024-06-19,Norte,Online,linea_joven,LJ-002,10,1795,10,16155,2024,6,19,0.1,1615.5,16155.0,True
2024-08-04,Norte,Online,linea_profesional,LP-001,29,1927,15,47501,2024,8,4,0.15,1637.95,47500.55,False
2025-02-15,Este,Red de Distribución,linea_orgánica,LO-001,23,1482,15,28973,2025,2,15,0.15,1259.7,28973.100000000002,False
2025-04-29,Este,Online,linea_profesional,LP-002,9,828,5,7079,2025,4,29,0.05,786.5999999999999,7079.4,False
2024-08-13,Sur,Online,linea_joven,LJ-003,9,1332,5,11389,2024,8,13,0.05,1265.3999999999999,11388.599999999999,True
2024-07-16,Este,Red de Distribución,linea_orgánica,LO-002,2,898,5,1706,2024,7,16,0.05,853.0999999999999,1706.1999999999998,False
2024-11-01,Este,Red de Distribución,linea_orgánica,LO-002,14,1889,15,22479,2024,11,1,0.15,1605.6499999999999,22479.1,False
2024-10-03,Oeste,Directo,linea_orgánica,LO-001,27,1159,10,28164,2024,10,3,0.1,1043.1000000000001,28163.700000000004,False
2024-11-27,Norte,Red de Distribución,linea_joven,LJ-002,7,1639,5,10899,2024,11,27,0.05,1557.05,10899.35,True
2024-12-27,Centro,Online,linea_orgánica,LO-003,23,2291,15,44789,2024,12,27,0.15,1947.35,44789.049999999996,False
2025-04-23,Este,Online,linea_joven,LJ-001,16,1923,10,27691,2025,4,23,0.1,1730.7,27691.2,True
2025-03-27,Centro,Online,linea_joven,LJ-003,6,1805,0,1083,2025,3,27,0.0,1805.0,10830.0,True
2025-04-14,Centro,Online,linea_profesional,LP-001,26,1042,10,24383,2025,4,14,0.1,937.8000000000001,24382.800000000003,False
2024-10-25,Norte,Red de Distribución,linea_orgánica,LO-002,30,2115,10,57105,2024,10,25,0.1,1903.5,57105.0,False
2024-08-21,Norte,Directo,linea_profesional,LP-002,9,1764,5,15082,2024,8,21,0.05,1675.8,15082.199999999999,False
2025-04-15,Oeste,Directo,linea_orgánica,LO-002,9,1471,15,11253,2025,4,15,0.15,1250.35,11253.15,False
2025-03-19,Centro,Red de Distribución,linea_joven,LJ-001,8,151,15,10268,2025,3,19,0.15,128.35,1026.8,True
2024-09-25,Oeste,Directo,linea_joven,LJ-003,14,2311,0,32354,2024,9,25,0.0,2311.0,32354.0,True
2025-01-21,Norte,Red de Distribución,linea_joven,LJ-001,15,1713,15,21841,2025,1,21,0.15,1456.05,21840.75,True
2024-07-26,Centro,Online,linea_profesional,LP-001,14,1588,15,18897,2024,7,26,0.15,1349.8,18897.2,False
2024-08-06,Oeste,Red de Distribución,linea_profesional,LP-002,16,1086,5,16507,2024,8,6,0.05,1031.7,16507.2,False
2024-07-07,Norte,Red de Distribución,linea_profesional,LP-001,10,923,5,8769,2024,7,7,0.05,876.8499999999999,8768.5,False
2025-01-19,Norte,Online,linea_orgánica,LO-001,4,2307,0,9228,2025,1,19,0.0,2307.0,9228.0,False
2024-12-19,Este,Online,linea_profesional,LP-002,13,1413,10,16532,2024,12,19,0.1,1271.7,16532.100000000002,False
2025-04-09,Centro,Online,linea_joven,LJ-002,4,2343,0,9372,2025,4,9,0.0,2343.0,9372.0,True
2025-03-29,Centro,Directo,linea_joven,LJ-002,8,1558,0,12464,2025,3,29,0.0,1558.0,12464.0,True
2024-06-07,Centro,Red de Distribución,linea_joven,LJ-003,15,1939,15,24722,2024,6,7,0.15,1648.1499999999999,24722.249999999996,True
2024-11-09,Norte,Online,linea_orgánica,LO-003,8,2482,0,19856,2024,11,9,0.0,2482.0,19856.0,False
2025-02-27,Norte,Directo,linea_joven,LJ-002,2,2465,15,419,2025,2,27,0.15,2095.25,4190.5,True
2024-12-10,Centro,Red de Distribución,linea_profesional,LP-001,9,2057,15,15736,2024,12,10,0.15,1748.45,15736.050000000001,False
2024-12-26,Centro,Red de Distribución,linea_joven,LJ-001,30,1162,0,3486,2024,12,26,0.0,1162.0,34860.0,True
2024-10-05,Este,Directo,linea_orgánica,LO-001,20,1249,5,23731,2024,10,5,0.05,1186.55,23731.0,False
2024-11-29,Sur,Online,linea_profesional,LP-001,18,1357,15,20762,2024,11,29,0.15,1153.45,20762.100000000002,False
2024-11-19,Oeste,Online,linea_orgánica,LO-002,18,834,10,13511,2024,11,19,0.1,750.6,13510.800000000001,False
2025-04-25,Oeste,Red de Distribución,linea_profesional,LP-001,13,959,5,11844,2025,4,25,0.05,911.05,11843.65,False
2025-02-05,Este,Online,linea_profesional,LP-002,18,1965,15,30064,2025,2,5,0.15,1670.25,30064.5,False
2024-08-11,Centro,Red de Distribución,linea_profesional,LP-001,19,2361,5,42616,2024,8,11,0.05,2242.95,42616.049999999996,False
2024-10-31,Centro,Directo,linea_profesional,LP-001,25,1014,15,21547,2024,10,31,0.15,861.9,21547.5,False
2024-10-14,Centro,Online,linea_orgánica,LO-002,25,2025,5,48094,2024,10,14,0.05,1923.75,48093.75,False
2024-09-09,Oeste,Online,linea_joven,LJ-003,15,2043,15,26048,2024,9,9,0.15,1736.55,26048.25,True
2025-03-01,Oeste,Directo,linea_profesional,LP-002,21,1891,10,3574,2025,3,1,0.1,1701.9,35739.9,False
2024-07-22,Norte,Red de Distribución,linea_joven,LJ-003,3,2051,0,6153,2024,7,22,0.0,2051.0,6153.0,True
2024-09-19,Norte,Online,linea_orgánica,LO-002,4,1585,15,5389,2024,9,19,0.15,1347.25,5389.0,False
2024-05-06,Centro,Online,linea_profesional,LP-001,16,198,0,3168,2024,5,6,0.0,198.0,3168.0,False
2024-05-28,Norte,Directo,linea_orgánica,LO-001,27,1586,10,3854,2024,5,28,0.1,1427.4,38539.8,False
2024-09-25,Oeste,Red de Distribución,linea_orgánica,LO-003,15,1893,10,25556,2024,9,25,0.1,1703.7,25555.5,False
2024-07-31,Este,Directo,linea_joven,LJ-002,22,1206,10,23879,2024,7,31,0.1,1085.4,23878.800000000003,True
2025-01-25,Sur,Directo,linea_profesional,LP-001,21,2148,0,45108,2025,1,25,0.0,2148.0,45108.0,False
2024-08-25,Sur,Directo,linea_profesional,LP-001,1,1661,5,1578,2024,8,25,0.05,1577.9499999999998,1577.9499999999998,False
2025-04-12,Este,Directo,linea_joven,LJ-002,17,1781,10,27249,2025,4,12,0.1,1602.9,27249.300000000003,True
2025-01-26,Norte,Online,linea_profesional,LP-001,2,2287,0,4574,2025,1,26,0.0,2287.0,4574.0,False
2025-04-26,Este,Red de Distribución,linea_joven,LJ-001,18,2068,5,35363,2025,4,26,0.05,1964.6,35362.799999999996,True
2024-07-29,Sur,Red de Distribución,linea_joven,LJ-002,15,2142,15,27311,2024,7,29,0.15,1820.7,27310.5,True
2024-08-19,Centro,Online,linea_orgánica,LO-001,2,1309,0,2618,2024,8,19,0.0,1309.0,2618.0,False
2025-01-02,Oeste,Online,linea_profesional,LP-001,5,1479,10,6655,2025,1,2,0.1,1331.1000000000001,6655.500000000001,False
2025-02-03,Este,Directo,linea_joven,LJ-001,25,1772,5,42085,2025,2,3,0.05,1683.3999999999999,42085.0,True
2024-05-21,Centro,Red de Distribución,linea_joven,LJ-003,3,1955,0,5865,2024,5,21,0.0,1955.0,5865.0,True
2024-12-13,Sur,Red de Distribución,linea_joven,LJ-001,24,1103,0,26472,2024,12,13,0.0,1103.0,26472.0,True
2024-08-20,Sur,Red de Distribución,linea_joven,LJ-003,17,1364,10,20869,2024,8,20,0.1,1227.6000000000001,20869.2,True
2025-01-05,Sur,Online,linea_joven,LJ-002,5,2004,0,1002,2025,1,5,0.0,2004.0,10020.0,True
2024-12-29,Sur,Directo,linea_profesional,LP-001,30,1667,0,5001,2024,12,29,0.0,1667.0,50010.0,False
2024-10-28,Sur,Red de Distribución,linea_profesional,LP-001,3,220,15,561,2024,10,28,0.15,187.0,561.0,False
2025-04-15,Este,Directo,linea_joven,LJ-002,8,1726,0,13808,2025,4,15,0.0,1726.0,13808.0,True
2024-05-19,Este,Online,linea_profesional,LP-001,16,1915,5,29108,2024,5,19,0.05,1819.25,29108.0,False
2024-11-16,Este,Red de Distribución,linea_orgánica,LO-003,23,1671,5,36511,2024,11,16,0.05,1587.4499999999998,36511.35,False
2025-02-10,Oeste,Online,linea_orgánica,LO-002,28,1231,10,31021,2025,2,10,0.1,1107.9,31021.200000000004,False
2025-04-21,Norte,Directo,linea_orgánica,LO-003,4,194,10,6984,2025,4,21,0.1,174.6,698.4,False
2025-01-26,Centro,Directo,linea_profesional,LP-001,28,232,0,6496,2025,1,26,0.0,232.0,6496.0,False
2025-02-28,Este,Red de Distribución,linea_orgánica,LO-001,28,1869,10,47099,2025,2,28,0.1,1682.1000000000001,47098.8,False
2024-07-12,Centro,Online,linea_orgánica,LO-003,14,1703,15,20266,2024,7,12,0.15,1447.55,20265.7,False
2025-02-21,Sur,Red de Distribución,linea_orgánica,LO-002,25,1187,15,25224,2025,2,21,0.15,1008.9499999999999,25223.75,False
2025-02-02,Sur,Red de Distribución,linea_joven,LJ-001,6,1347,0,8082,2025,2,2,0.0,1347.0,8082.0,True
2025-01-04,Sur,Directo,linea_joven,LJ-003,11,1319,10,13058,2025,1,4,0.1,1187.1000000000001,13058.100000000002,True
2024-05-06,Sur,Red de Distribución,linea_joven,LJ-001,14,1578,5,20987,2024,5,6,0.05,1499.1,20987.399999999998,True
2024-12-29,Centro,Online,linea_joven,LJ-001,3,170,15,4335,2024,12,29,0.15,144.5,433.5,True
2024-11-24,Sur,Directo,linea_orgánica,LO-002,8,196,15,13328,2024,11,24,0.15,166.6,1332.8,False
2025-01-05,Centro,Red de Distribución,linea_orgánica,LO-002,22,2321,15,43403,2025,1,5,0.15,1972.85,43402.7,False
2024-11-13,Centro,Directo,linea_orgánica,LO-001,19,2098,15,33883,2024,11,13,0.15,1783.3,33882.7,False
2025-04-17,Oeste,Directo,linea_joven,LJ-003,18,819,10,13268,2025,4,17,0.1,737.1,13267.800000000001,True
2024-11-13,Centro,Online,linea_profesional,LP-002,18,2184,5,37346,2024,11,13,0.05,2074.7999999999997,37346.399999999994,False
2024-08-12,Oeste,Online,linea_profesional,LP-001,5,1877,15,7977,2024,8,12,0.15,1595.45,7977.25,False
2024-06-14,Sur,Red de Distribución,linea_profesional,LP-001,21,2143,15,38253,2024,6,14,0.15,1821.55,38252.549999999996,False
2024-08-21,Sur,Online,linea_orgánica,LO-001,16,1877,15,25527,2024,8,21,0.15,1595.45,25527.2,False
2024-08-18,Norte,Red de Distribución,linea_orgánica,LO-002,9,1679,15,12844,2024,8,18,0.15,1427.1499999999999,12844.349999999999,False
2024-12-07,Sur,Online,linea_joven,LJ-002,28,1307,5,34766,2024,12,7,0.05,1241.6499999999999,34766.2,True
2025-03-12,Oeste,Directo,linea_orgánica,LO-002,1,1533,0,1533,2025,3,12,0.0,1533.0,1533.0,False
2024-12-19,Sur,Red de Distribución,linea_profesional,LP-001,28,902,10,2273,2024,12,19,0.1,811.8000000000001,22730.4,False
2024-10-02,Centro,Online,linea_orgánica,LO-003,29,2288,0,66352,2024,10,2,0.0,2288.0,66352.0,False
2024-07-21,Centro,Directo,linea_profesional,LP-002,7,1184,10,7459,2024,7,21,0.1,1065.6000000000001,7459.200000000001,False
2024-10-16,Centro,Directo,linea_joven,LJ-003,11,1179,15,11024,2024,10,16,0.15,1002.15,11023.65,True
2024-11-24,Norte,Online,linea_profesional,LP-002,15,2281,15,29083,2024,11,24,0.15,1938.85,29082.75,False
2024-05-30,Oeste,Directo,linea_profesional,LP-001,30,2045,5,58282,2024,5,30,0.05,1942.75,58282.5,False
2025-04-15,Oeste,Online,linea_profesional,LP-002,16,2152,10,30989,2025,4,15,0.1,1936.8,30988.8,False
2024-07-06,Norte,Online,linea_orgánica,LO-002,9,1776,0,15984,2024,7,6,0.0,1776.0,15984.0,False
2024-06-27,Norte,Online,linea_profesional,LP-001,11,2364,15,22103,2024,6,27,0.15,2009.3999999999999,22103.399999999998,False
2025-04-08,Oeste,Online,linea_orgánica,LO-001,9,1585,10,12839,2025,4,8,0.1,1426.5,12838.5,False
2025-01-18,Centro,Directo,linea_orgánica,LO-001,19,2092,0,39748,2025,1,18,0.0,2092.0,39748.0,False
2024-07-14,Este,Directo,linea_profesional,LP-001,3,847,5,2414,2024,7,14,0.05,804.65,2413.95,False
2025-02-07,Centro,Directo,linea_profesional,LP-001,22,160,10,3168,2025,2,7,0.1,144.0,3168.0,False
2024-09-16,Centro,Red de Distribución,linea_profesional,LP-002,30,1839,0,5517,2024,9,16,0.0,1839.0,55170.0,False
2024-09-13,Este,Directo,linea_joven,LJ-001,21,1491,10,2818,2024,9,13,0.1,1341.9,28179.9,True
2025-01-18,Oeste,Red de Distribución,linea_profesional,LP-002,4,1678,5,6376,2025,1,18,0.05,1594.1,6376.4,False
2025-03-17,Oeste,Directo,linea_orgánica,LO-001,5,2469,10,11111,2025,3,17,0.1,2222.1,11110.5,False
2024-05-05,Oeste,Online,linea_joven,LJ-001,25,1242,5,29497,2024,5,5,0.05,1179.8999999999999,29497.499999999996,True
2025-02-28,Oeste,Red de Distribución,linea_joven,LJ-002,26,1287,5,31789,2025,2,28,0.05,1222.6499999999999,31788.899999999998,True
2025-02-23,Centro,Red de Distribución,linea_orgánica,LO-002,21,1319,5,26314,2025,2,23,0.05,1253.05,26314.05,False
2024-09-14,Sur,Directo,linea_profesional,LP-001,2,1959,0,3918,2024,9,14,0.0,1959.0,3918.0,False
2025-01-20,Centro,Red de Distribución,linea_joven,LJ-001,21,1462,15,26097,2025,1,20,0.15,1242.7,26096.7,True
2025-03-03,Sur,Directo,linea_profesional,LP-001,4,1913,10,6887,2025,3,3,0.1,1721.7,6886.8,False
2024-05-29,Sur,Online,linea_profesional,LP-002,25,151,0,3775,2024,5,29,0.0,151.0,3775.0,False
2024-10-29,Norte,Red de Distribución,linea_orgánica,LO-001,20,2077,10,37386,2024,10,29,0.1,1869.3,37386.0,False
2025-04-17,Sur,Directo,linea_orgánica,LO-003,20,881,0,1762,2025,4,17,0.0,881.0,17620.0,False
2024-05-30,Este,Red de Distribución,linea_joven,LJ-003,17,1415,15,20447,2024,5,30,0.15,1202.75,20446.75,True
2024-11-10,Este,Directo,linea_orgánica,LO-001,28,1639,5,43597,2024,11,10,0.05,1557.05,43597.4,False
2025-01-21,Sur,Online,linea_joven,LJ-001,30,1144,15,29172,2025,1,21,0.15,972.4,29172.0,True
2024-10-28,Sur,Directo,linea_profesional,LP-001,10,1002,5,9519,2024,10,28,0.05,951.9,9519.0,False
2025-01-14,Sur,Red de Distribución,linea_joven,LJ-002,30,1109,0,3327,2025,1,14,0.0,1109.0,33270.0,True
2024-05-02,Norte,Red de Distribución,linea_profesional,LP-001,4,814,5,3093,2024,5,2,0.05,773.3,3093.2,False
2024-11-06,Oeste,Directo,linea_profesional,LP-002,28,2255,10,56826,2024,11,6,0.1,2029.5,56826.0,False
2025-02-20,Este,Directo,linea_orgánica,LO-002,10,2037,0,2037,2025,2,20,0.0,2037.0,20370.0,False
2024-10-18,Sur,Red de Distribución,linea_profesional,LP-002,20,1914,0,3828,2024,10,18,0.0,1914.0,38280.0,False
2024-10-01,Centro,Online,linea_profesional,LP-001,20,1425,15,24225,2024,10,1,0.15,1211.25,24225.0,False
2024-05-05,Norte,Directo,linea_joven,LJ-003,26,1756,10,4109,2024,5,5,0.1,1580.4,41090.4,True
2024-10-08,Oeste,Red de Distribución,linea_joven,LJ-002,8,1136,10,8179,2024,10,8,0.1,1022.4,8179.2,True
2024-05-18,Centro,Red de Distribución,linea_joven,LJ-001,2,1709,5,3247,2024,5,18,0.05,1623.55,3247.1,True
2024-11-20,Norte,Red de Distribución,linea_joven,LJ-001,11,2296,15,21468,2024,11,20,0.15,1951.6,21467.6,True
2024-09-09,Este,Red de Distribución,linea_joven,LJ-001,1,988,5,939,2024,9,9,0.05,938.5999999999999,938.5999999999999,True
2024-10-19,Sur,Red de Distribución,linea_profesional,LP-001,18,1071,0,19278,2024,10,19,0.0,1071.0,19278.0,False
2025-03-09,Oeste,Red de Distribución,linea_joven,LJ-003,30,1716,5,48906,2025,3,9,0.05,1630.1999999999998,48905.99999999999,True
2024-08-03,Este,Red de Distribución,linea_profesional,LP-002,9,173,5,14792,2024,8,3,0.05,164.35,1479.1499999999999,False
2024-12-21,Sur,Online,linea_orgánica,LO-002,17,1308,0,22236,2024,12,21,0.0,1308.0,22236.0,False
2024-07-09,Norte,Directo,linea_orgánica,LO-001,16,806,5,12251,2024,7,9,0.05,765.6999999999999,12251.199999999999,False
2024-11-22,Centro,Directo,linea_orgánica,LO-003,27,956,10,23231,2024,11,22,0.1,860.4,23230.8,False
2024-08-06,Oeste,Red de Distribución,linea_profesional,LP-002,10,1236,10,11124,2024,8,6,0.1,1112.4,11124.0,False
2024-08-24,Centro,Red de Distribución,linea_profesional,LP-002,22,1125,15,21038,2024,8,24,0.15,956.25,21037.5,False
2024-12-16,Sur,Red de Distribución,linea_orgánica,LO-003,26,1216,15,26874,2024,12,16,0.15,1033.6,26873.6,False
2025-03-04,Oeste,Directo,linea_orgánica,LO-003,27,1584,0,42768,2025,3,4,0.0,1584.0,42768.0,False
2024-11-15,Este,Online,linea_profesional,LP-001,16,174,15,23664,2024,11,15,0.15,147.9,2366.4,False
2025-03-10,Oeste,Online,linea_joven,LJ-002,3,1395,10,3766,2025,3,10,0.1,1255.5,3766.5,True
2025-04-28,Oeste,Directo,linea_orgánica,LO-003,14,2482,0,34748,2025,4,28,0.0,2482.0,34748.0,False
2024-09-20,Norte,Red de Distribución,linea_orgánica,LO-003,4,1392,0,5568,2024,9,20,0.0,1392.0,5568.0,False
2024-06-22,Norte,Online,linea_profesional,LP-001,19,1522,15,2458,2024,6,22,0.15,1293.7,24580.3,False
2025-01-10,Sur,Directo,linea_joven,LJ-001,26,1433,0,37258,2025,1,10,0.0,1433.0,37258.0,True
2024-10-10,Norte,Online,linea_joven,LJ-002,25,1161,0,29025,2024,10,10,0.0,1161.0,29025.0,True
2025-04-19,Este,Red de Distribución,linea_orgánica,LO-001,1,129,0,129,2025,4,19,0.0,129.0,129.0,False
2024-05-25,Oeste,Red de Distribución,linea_joven,LJ-001,30,1638,0,4914,2024,5,25,0.0,1638.0,49140.0,True
2025-04-19,Este,Directo,linea_profesional,LP-001,25,829,15,17616,2025,4,19,0.15,704.65,17616.25,False
2025-03-31,Oeste,Red de Distribución,linea_joven,LJ-003,27,1469,0,39663,2025,3,31,0.0,1469.0,39663.0,True
2024-06-04,Este,Online,linea_joven,LJ-002,21,2362,5,47122,2024,6,4,0.05,2243.9,47121.9,True
2024-10-25,Sur,Directo,linea_orgánica,LO-003,17,1483,10,2269,2024,10,25,0.1,1334.7,22689.9,False
2024-12-18,Este,Directo,linea_orgánica,LO-003,5,130,15,5525,2024,12,18,0.15,110.5,552.5,False
2024-09-13,Oeste,Online,linea_orgánica,LO-002,23,977,15,1910,2024,9,13,0.15,830.4499999999999,19100.35,False
2024-10-30,Oeste,Directo,linea_orgánica,LO-002,6,1403,5,7997,2024,10,30,0.05,1332.85,7997.099999999999,False
2024-06-09,Sur,Red de Distribución,linea_joven,LJ-003,9,236,5,20178,2024,6,9,0.05,224.2,2017.8,True
2024-10-23,Este,Online,linea_profesional,LP-001,27,2251,10,54699,2024,10,23,0.1,2025.9,54699.3,False
